DEG MITF-X6 vs EV-SkMEL28,,,,,,,,,,,,,
target_id,ens_gene,ext_gene,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,LogFC
ENST00000530130,ENSG00000178104,PDE4DIP,2.43E-12,3.13E-10,-4.083825351,0.582813636,4.06749775,4.882718995,0.442799972,-0.30550431,0.236543496,0.236543496,-5.891710618
ENST00000625292,ENSG00000273936,TNFRSF14,9.46E-12,1.10E-09,-4.065452912,0.596595599,3.982469743,4.868921977,0.45107787,-0.279971358,0.260774748,0.260774748,-5.86520481
ENST00000466750,ENSG00000157873,TNFRSF14,9.46E-12,1.10E-09,-4.065452912,0.596595599,3.982469743,4.868921977,0.45107787,-0.279971358,0.260774748,0.260774748,-5.86520481
ENST00000377602,ENSG00000148488,ST8SIA6,2.20E-07,1.20E-05,-4.055743026,0.78269194,1.541400074,4.782777221,0.063543515,0.033346079,1.161669833,1.161669833,-5.851196415
ENST00000626042,ENSG00000273936,TNFRSF14,1.25E-07,7.07E-06,-4.055295628,0.767194091,2.708217125,5.080619154,0.236588574,0.208992895,0.940584972,0.940584972,-5.850550957
ENST00000442392,ENSG00000157873,TNFRSF14,1.25E-07,7.07E-06,-4.055295628,0.767194091,2.708217125,5.080619154,0.236588574,0.208992895,0.940584972,0.940584972,-5.850550957
ENST00000453356,ENSG00000079308,TNS1,4.34E-07,2.22E-05,-4.036275013,0.798699398,1.324990326,4.72261843,0.120869394,-0.041653219,1.154972063,1.154972063,-5.823110028
ENST00000511506,ENSG00000163644,PPM1K,1.56E-08,1.06E-06,-4.026281344,0.711961549,2.832705572,5.128207415,0.117829413,0.461432084,0.89594908,0.89594908,-5.808692221
ENST00000569415,ENSG00000259993,AC135731.1,3.67E-07,1.91E-05,-4.0257179,0.791652816,1.637960994,4.872953166,0.094489965,0.188487192,1.158938398,1.158938398,-5.807879343
ENST00000464924,ENSG00000178104,PDE4DIP,3.74E-07,1.94E-05,-4.022246436,0.791502052,3.466111781,5.696376967,0.050833989,1.202117008,0.513346134,1.202117008,-5.802871083
ENST00000621377,ENSG00000026751,SLAMF7,1.40E-05,0.000512643,-4.017604633,0.924963083,1.315655136,4.73267183,0.5567736,-0.415705459,1.154339808,1.154339808,-5.796174381
ENST00000471304,ENSG00000229698,HLA-F,6.92E-07,3.39E-05,-4.011928149,0.808250011,1.717895098,4.886725117,0.152956342,0.183033804,1.153579819,1.153579819,-5.787984952
ENST00000490333,ENSG00000235220,HLA-F,6.92E-07,3.39E-05,-4.011928149,0.808250011,1.717895098,4.886725117,0.152956342,0.183033804,1.153579819,1.153579819,-5.787984952
ENST00000470816,ENSG00000137403,HLA-F,6.92E-07,3.39E-05,-4.011928149,0.808250011,1.717895098,4.886725117,0.152956342,0.183033804,1.153579819,1.153579819,-5.787984952
ENST00000485463,ENSG00000206509,HLA-F,6.92E-07,3.39E-05,-4.011928149,0.808250011,1.717895098,4.886725117,0.152956342,0.183033804,1.153579819,1.153579819,-5.787984952
ENST00000474636,ENSG00000237508,HLA-F,6.92E-07,3.39E-05,-4.011928149,0.808250011,1.717895098,4.886725117,0.152956342,0.183033804,1.153579819,1.153579819,-5.787984952
ENST00000381163,ENSG00000056998,GYG2,2.01E-27,1.00E-24,-4.007036701,0.369339338,5.928894633,4.737278187,0.24006914,-0.065358962,0.032753954,0.032753954,-5.780928089
ENST00000448094,ENSG00000184381,PLA2G6,9.58E-06,0.000366037,-4.002300324,0.904199873,2.406216373,5.345408996,0.614014164,0.282827036,1.021140655,1.021140655,-5.774094946
ENST00000262487,ENSG00000101230,ISM1,1.56E-10,1.49E-08,-3.999526457,0.624940586,3.465901959,4.697256836,0.267619936,-0.119557587,0.513481536,0.513481536,-5.770093104
ENST00000627817,ENSG00000273936,TNFRSF14,5.52E-08,3.35E-06,-3.995221929,0.735264812,3.328203978,4.7406115,0.475713336,-0.265599341,0.605515351,0.605515351,-5.763882988
ENST00000463835,ENSG00000157873,TNFRSF14,5.52E-08,3.35E-06,-3.995221929,0.735264812,3.328203978,4.7406115,0.475713336,-0.265599341,0.605515351,0.605515351,-5.763882988
ENST00000530004,ENSG00000085831,TTC39A,1.74E-37,1.61E-34,-3.990791048,0.31188799,5.042721815,4.652665107,0.124424733,-0.005119837,0.070123504,0.070123504,-5.757490581
ENST00000497757,ENSG00000114541,FRMD4B,3.82E-13,5.41E-11,-3.977382533,0.547709012,3.807104689,4.616609086,0.273569361,-0.160716032,0.326400964,0.326400964,-5.738146196
ENST00000409820,ENSG00000198130,HIBCH,1.37E-06,6.31E-05,-3.967801923,0.821715545,1.290753781,4.554602863,0.197883945,-0.131997973,1.15254893,1.15254893,-5.724324308
ENST00000346874,ENSG00000148498,PARD3,0.000878021,0.018778726,-3.96562897,1.191971301,1.289667598,4.546814977,1.689123236,-1.626576805,1.15246793,1.15246793,-5.721189401
ENST00000411816,ENSG00000196177,ACADSB,7.01E-07,3.43E-05,-3.95311352,0.796810914,1.283409579,4.549379608,0.117818701,-0.019244658,1.151996564,1.151996564,-5.703133435
ENST00000323011,ENSG00000081138,CDH7,4.07E-06,0.000170278,-3.948386315,0.856908917,2.185284285,5.001001809,0.38868232,0.249234958,1.079903464,1.079903464,-5.696313525
ENST00000353809,ENSG00000104044,OCA2,5.86E-05,0.001816985,-3.938797777,0.980226644,3.952095899,6.07976959,0.609975873,1.311712674,0.270608264,1.311712674,-5.682480197
ENST00000473116,ENSG00000168874,ATOH8,2.45E-09,1.89E-07,-3.938702515,0.660296359,3.065245692,5.167200346,0.091874709,0.765399861,0.780107855,0.780107855,-5.682342764
ENST00000462627,ENSG00000102349,KLF8,2.44E-06,0.000107388,-3.93819339,0.835622434,2.370698403,5.169851476,0.366582638,0.495121692,1.029947065,1.029947065,-5.681608252
ENST00000434770,ENSG00000115648,MLPH,1.14E-06,5.34E-05,-3.93372233,0.80853714,2.145491344,5.039992475,0.217815723,0.504118374,1.08964889,1.08964889,-5.675157881
ENST00000376131,ENSG00000102466,FGF14,6.20E-07,3.08E-05,-3.913770611,0.785131869,2.449862395,4.739362292,0.222399719,0.200989489,1.010464384,1.010464384,-5.646373654
ENST00000354050,ENSG00000100979,PLTP,1.50E-05,0.000543717,-3.901578216,0.901328924,1.257641928,4.413213638,0.474817032,-0.40017198,1.149970625,1.149970625,-5.628783758
ENST00000376848,ENSG00000229698,HLA-F,3.90E-06,0.000163471,-3.894474851,0.843585854,3.280908876,5.333039416,0.785310036,0.380924493,0.637964149,0.637964149,-5.618535776
ENST00000509016,ENSG00000164111,ANXA5,0.000280863,0.007104254,-3.884197694,1.069337714,1.248951666,4.606576841,1.137710228,-0.792367821,1.149256064,1.149256064,-5.603708981
ENST00000519685,ENSG00000008853,RHOBTB2,0.000585777,0.013328196,-3.879745698,1.128451102,1.246725668,4.9712995,1.397733322,-0.615359465,1.149070458,1.149070458,-5.597286113
ENST00000489682,ENSG00000168874,ATOH8,1.10E-05,0.000414177,-3.875167547,0.881456418,3.112007979,5.62249029,0.30254227,1.251388562,0.751096396,1.251388562,-5.590681242
ENST00000549413,ENSG00000185664,PMEL,4.16E-06,0.000173372,-3.869111214,0.840559084,3.389251214,5.488359723,0.763732117,0.64934703,0.564058308,0.64934703,-5.581943807
ENST00000543227,ENSG00000213020,ZNF611,0.001665519,0.032194496,-3.868387744,1.230332092,1.241046692,4.921998842,1.878841948,-1.124651212,1.148592162,1.148592162,-5.580900061
ENST00000442488,ENSG00000128610,FEZF1,1.60E-06,7.26E-05,-3.865681864,0.805542578,2.280170765,4.529278488,0.244130468,0.058862344,1.053667221,1.053667221,-5.576996303
ENST00000379612,ENSG00000133816,MICAL2,1.08E-05,0.000407542,-3.862797653,0.877894418,2.745313969,5.584399246,0.380983377,1.16041384,0.928320221,1.16041384,-5.57283527
ENST00000583477,ENSG00000108932,SLC16A6,1.69E-06,7.64E-05,-3.845848637,0.80331521,2.270586318,5.149096061,0.234289731,0.842805094,1.056340922,1.056340922,-5.548383025
ENST00000463287,ENSG00000184381,PLA2G6,5.09E-05,0.001606182,-3.841180184,0.948128681,2.126700513,4.856890194,0.703928736,0.044221421,1.093967254,1.093967254,-5.541647875
ENST00000506998,ENSG00000159788,RGS12,5.21E-05,0.001638984,-3.8216733,0.944604073,1.217691157,4.312813086,0.638001506,-0.474781842,1.146552205,1.146552205,-5.513505409
ENST00000379892,ENSG00000133083,DCLK1,4.34E-06,0.000179819,-3.820204863,0.831501307,1.436575807,4.280464279,0.222339424,-0.093119497,1.160449424,1.160449424,-5.511386903
ENST00000302850,ENSG00000171105,INSR,2.98E-05,0.001003084,-3.818526313,0.914547457,1.863485467,5.190355019,0.534433668,0.660599454,1.138360435,1.138360435,-5.50896527
ENST00000382989,ENSG00000196549,MME,6.91E-07,3.39E-05,-3.818364254,0.76921042,1.22830272,4.174275863,0.035875659,-0.025855677,1.147493683,1.147493683,-5.508731468
ENST00000551935,ENSG00000129521,EGLN3,6.59E-07,3.25E-05,-3.816362021,0.767409115,1.21503383,4.20836463,0.031520904,0.023364807,1.146312597,1.146312597,-5.505842858
ENST00000459638,ENSG00000114541,FRMD4B,7.81E-13,1.07E-10,-3.810056497,0.531795017,3.965242481,4.185490244,0.299337507,-0.25510906,0.266274374,0.266274374,-5.496745917
ENST00000490566,ENSG00000079308,TNS1,3.09E-05,0.00103613,-3.808906034,0.914198851,2.346797539,4.595119083,0.635526898,-0.11047636,1.035992179,1.035992179,-5.49508615
ENST00000451767,ENSG00000089101,CFAP61,0.000117894,0.003334562,-3.803159112,0.987714232,2.45605219,5.804998758,0.707779095,1.243379713,1.00895282,1.243379713,-5.4867951
ENST00000398540,ENSG00000114541,FRMD4B,3.24E-33,2.24E-30,-3.788407746,0.315501015,5.890507909,4.112328933,0.165579628,-0.151873623,0.033502153,0.033502153,-5.465513391
ENST00000629696,ENSG00000273936,TNFRSF14,3.84E-06,0.000160964,-3.786683909,0.819622062,2.012164093,4.340103696,0.226886129,0.056909842,1.116674521,1.116674521,-5.463026422
ENST00000480305,ENSG00000157873,TNFRSF14,3.84E-06,0.000160964,-3.786683909,0.819622062,2.012164093,4.340103696,0.226886129,0.056909842,1.116674521,1.116674521,-5.463026422
ENST00000486034,ENSG00000166105,GLB1L3,6.67E-05,0.002027559,-3.784884356,0.949086423,1.199294997,4.217369414,0.656668492,-0.511520705,1.144861583,1.144861583,-5.460430218
ENST00000341411,ENSG00000137491,SLCO2B1,5.19E-05,0.001634796,-3.777342771,0.933424166,1.195524205,4.107680461,0.598055557,-0.561867823,1.144505791,1.144505791,-5.449550018
ENST00000376447,ENSG00000165105,RASEF,9.43E-19,2.36E-16,-3.776144111,0.4270852,3.979872418,4.171225311,0.10321261,0.010128804,0.261590927,0.261590927,-5.447820718
ENST00000429898,ENSG00000115648,MLPH,4.13E-06,0.000172315,-3.774790803,0.81976533,1.978011701,4.262211251,0.221676908,0.001221015,1.122353486,1.122353486,-5.445868309
ENST00000569479,ENSG00000167191,GPRC5B,2.89E-05,0.000976905,-3.766676371,0.90073998,3.796066179,5.444527417,0.687108808,0.935556216,0.331254419,0.935556216,-5.434161666
ENST00000476710,ENSG00000229698,HLA-F,9.04E-06,0.000347347,-3.764048575,0.84797637,1.828374983,4.315997146,0.295654444,0.016988335,1.142473403,1.142473403,-5.43037056
ENST00000278175,ENSG00000148926,ADM,0.000454388,0.010728035,-3.760020812,1.072362424,2.09123318,4.608362975,1.19827877,-0.534440801,1.101643568,1.101643568,-5.42455973
ENST00000550929,ENSG00000050426,LETMD1,0.000924428,0.019634812,-3.756107759,1.133895146,1.184906699,4.824419695,1.427949509,-0.502241697,1.143486895,1.143486895,-5.418914392
ENST00000379962,ENSG00000086717,PPEF1,9.79E-06,0.000372806,-3.746444399,0.847270614,2.491498728,5.064208734,0.435475142,0.79415317,1.000259845,1.000259845,-5.404973119
ENST00000406935,ENSG00000004846,ABCB5,2.75E-06,0.000119406,-3.746426332,0.799074116,1.180065985,4.351731923,0.134024939,0.264425551,1.143013946,1.143013946,-5.404947054
ENST00000353887,ENSG00000186575,NF2,0.000291847,0.007340807,-3.743782802,1.033500004,1.17874422,4.018853473,0.993360632,-0.976668135,1.142883886,1.142883886,-5.401133249
ENST00000514829,ENSG00000109794,FAM149A,1.10E-05,0.000414497,-3.741808119,0.851177906,1.177756879,4.032755316,0.30622118,-0.268382645,1.142786475,1.142786475,-5.398284386
ENST00000527717,ENSG00000137726,FXYD6,4.81E-06,0.000197347,-3.736936189,0.817181459,2.740184878,4.57718645,0.405506735,0.279646763,0.93006434,0.93006434,-5.391255682
ENST00000520904,ENSG00000056998,GYG2,3.38E-05,0.001118576,-3.734230096,0.900631453,2.007947055,4.448361172,0.504873162,0.036723403,1.117400867,1.117400867,-5.387351617
ENST00000462888,ENSG00000114541,FRMD4B,1.10E-06,5.18E-05,-3.732721945,0.766070748,1.173213792,3.987546649,0.031393381,-0.023659996,1.142335401,1.142335401,-5.385175816
ENST00000402357,ENSG00000219438,FAM19A5,4.59E-05,0.001460415,-3.72529665,0.913999861,2.136578919,4.690849079,0.579072232,0.267639984,1.091719261,1.091719261,-5.374463387
ENST00000476195,ENSG00000036549,AC118549.1,2.85E-06,0.000123032,-3.711884442,0.792875476,2.288619237,4.809051329,0.205961418,0.811903096,1.051341623,1.051341623,-5.355113675
ENST00000420456,ENSG00000145979,TBC1D7,1.23E-05,0.000456649,-3.686422079,0.843142282,2.399963704,5.101440341,0.206949326,1.214828489,1.022679591,1.214828489,-5.318379275
ENST00000621877,ENSG00000273936,TNFRSF14,1.38E-24,5.62E-22,-3.683077923,0.359842109,5.519993598,4.097708872,0.111640041,0.147332647,0.043389437,0.147332647,-5.313554681
ENST00000355716,ENSG00000157873,TNFRSF14,1.38E-24,5.62E-22,-3.683077923,0.359842109,5.519993598,4.097708872,0.111640041,0.147332647,0.043389437,0.147332647,-5.313554681
ENST00000581601,ENSG00000081138,CDH7,1.41E-06,6.47E-05,-3.678528286,0.762685596,1.146116962,3.906940013,0.023831853,0.023741379,1.139546783,1.139546783,-5.306990946
ENST00000315264,ENSG00000066735,KIF26A,3.87E-06,0.000162142,-3.67650474,0.796056891,2.08893388,4.469208606,0.16529275,0.543221591,1.102120399,1.102120399,-5.304071588
ENST00000378069,ENSG00000069535,MAOB,1.87E-06,8.36E-05,-3.664173305,0.768608768,1.945592038,4.259276458,0.054185135,0.439582063,1.12733374,1.12733374,-5.2862811
ENST00000477573,ENSG00000022277,RTF2,3.09E-47,4.76E-44,-3.661136753,0.253619675,5.144823401,3.914296869,0.066456382,0.03224919,0.062189497,0.062189497,-5.281900285
ENST00000441322,ENSG00000237289,CKMT1B,1.95E-06,8.68E-05,-3.656250319,0.768317586,3.195596139,3.949975557,0.484454242,-0.332204891,0.696169584,0.696169584,-5.274850656
ENST00000361588,ENSG00000132692,BCAN,8.18E-06,0.000316825,-3.649228097,0.818130138,2.069906332,4.044386344,0.232701887,0.046793613,1.105971958,1.105971958,-5.264719738
ENST00000354228,ENSG00000125354,Sep-06,0.000960508,0.020292944,-3.643486923,1.103469693,2.346340343,4.781655833,1.3991817,-0.245582214,1.036109024,1.036109024,-5.256436979
ENST00000574882,ENSG00000182612,TSPAN10,1.01E-05,0.000381242,-3.64214826,0.82478941,2.811712547,4.667696569,0.45634732,0.567550696,0.904207822,0.904207822,-5.254505698
ENST00000388918,ENSG00000107165,TYRP1,3.80E-06,0.00015982,-3.640032242,0.787561545,1.333544682,3.91092323,0.084977195,0.061155001,1.15552918,1.15552918,-5.251452931
ENST00000562961,ENSG00000197006,METTL9,6.47E-07,3.20E-05,-3.626576559,0.728733393,3.167268712,4.668106196,0.251822068,0.810282648,0.715122626,0.810282648,-5.232040497
ENST00000548803,ENSG00000185664,PMEL,2.24E-05,0.000777133,-3.622744283,0.854454062,2.376873493,4.786970126,0.431780446,0.778259321,1.028403043,1.028403043,-5.226511697
ENST00000395184,ENSG00000138639,ARHGAP24,4.69E-05,0.001491644,-3.603335458,0.885217869,2.146315138,4.388331735,0.477765869,0.31394568,1.089455482,1.089455482,-5.1985107
ENST00000475320,ENSG00000158089,GALNT14,3.67E-05,0.001198898,-3.602296284,0.872795888,1.375548334,3.881182886,0.365600235,-0.163066375,1.157945087,1.157945087,-5.197011489
ENST00000512986,ENSG00000052795,FNIP2,8.37E-05,0.002471413,-3.592830034,0.913374581,2.452275605,5.1182704,0.539731001,1.128775247,1.009875162,1.128775247,-5.183354587
ENST00000479641,ENSG00000184381,PLA2G6,1.05E-05,0.000397203,-3.581212371,0.812735669,2.367997829,4.796662186,0.183736127,1.137342408,1.030624406,1.137342408,-5.166593852
ENST00000483315,ENSG00000159079,C21orf59,0.001094657,0.022639739,-3.581212178,1.096850466,1.097458908,3.777175775,1.272054588,-1.140376404,1.134107303,1.134107303,-5.166593574
ENST00000442415,ENSG00000132155,RAF1,0.000462576,0.010906134,-3.570585474,1.01971837,1.80603689,4.822340141,0.934721316,0.441648639,1.144929791,1.144929791,-5.151262492
ENST00000620436,ENSG00000108932,SLC16A6,2.35E-05,0.000812018,-3.554345284,0.840574466,1.084025461,3.928848331,0.280625388,0.091907532,1.132505479,1.132505479,-5.127832866
ENST00000382306,ENSG00000205944,DAZ2,0.001035374,0.021605023,-3.546371815,1.080969099,1.738206668,4.381793681,1.185243883,-0.265402271,1.151744502,1.151744502,-5.116329589
ENST00000431946,ENSG00000135596,MICAL1,8.46E-06,0.000326969,-3.546240302,0.796357116,2.055053867,4.427631047,0.15950563,0.814123833,1.108863682,1.108863682,-5.116139856
ENST00000436120,ENSG00000189164,ZNF527,4.95E-05,0.001568582,-3.534165006,0.870945747,1.073935323,3.592321097,0.38581969,-0.358219173,1.1312733,1.1312733,-5.098718899
ENST00000376143,ENSG00000102466,FGF14,1.12E-05,0.000419082,-3.527549249,0.802941347,1.277303186,3.664511417,0.137900723,-0.010505306,1.151528889,1.151528889,-5.089174385
ENST00000392054,ENSG00000153823,PID1,0.000223997,0.0058663,-3.526060947,0.955496639,1.422704291,3.869762279,0.665957933,-0.295603876,1.15998972,1.15998972,-5.087027221
ENST00000432037,ENSG00000144218,AFF3,1.75E-05,0.000622982,-3.519744012,0.819636686,1.440357957,3.685885382,0.18304537,-0.012378394,1.160563225,1.160563225,-5.077913815
ENST00000359512,ENSG00000182484,WASH6P,0.000224994,0.005886795,-3.516636661,0.953234601,1.06517115,3.586185649,0.687129727,-0.625490939,1.130182683,1.130182683,-5.073430859
ENST00000606530,ENSG00000145979,TBC1D7,7.59E-06,0.000296459,-3.505806361,0.783156429,1.559640411,4.026829905,0.065217143,0.535858332,1.16145084,1.16145084,-5.05780605
ENST00000560801,ENSG00000134160,TRPM1,7.58E-05,0.002271962,-3.497312136,0.883734431,1.055508887,3.596085879,0.433014872,-0.314645405,1.128958216,1.128958216,-5.04555148
ENST00000380956,ENSG00000137265,IRF4,5.93E-125,8.04E-121,-3.493053872,0.146915907,6.042527406,3.523123159,0.009297376,0.033871191,0.030765621,0.033871191,-5.039408109
ENST00000629542,ENSG00000273936,TNFRSF14,9.13E-07,4.36E-05,-3.491888005,0.711262645,2.653433184,4.021641189,0.054448976,0.573038464,0.957340125,0.957340125,-5.03772612
ENST00000435221,ENSG00000157873,TNFRSF14,9.13E-07,4.36E-05,-3.491888005,0.711262645,2.653433184,4.021641189,0.054448976,0.573038464,0.957340125,0.957340125,-5.03772612
ENST00000547137,ENSG00000185664,PMEL,3.02E-18,7.24E-16,-3.485248275,0.400105815,6.269350089,3.600735388,0.29254637,-0.140673598,0.027622956,0.027622956,-5.028147021
ENST00000465994,ENSG00000112186,CAP2,0.000833281,0.01792944,-3.481901973,1.04201876,1.549731222,4.004634554,1.010019778,-0.379159914,1.161586413,1.161586413,-5.02331933
ENST00000487252,ENSG00000169871,TRIM56,0.000800296,0.017318782,-3.479437533,1.037804031,1.612497722,4.043228555,0.994032162,-0.312427362,1.160042254,1.160042254,-5.019763897
ENST00000482528,ENSG00000115648,MLPH,7.60E-06,0.00029678,-3.474532884,0.776231812,1.044119262,3.476053569,0.077586767,-0.046317191,1.127484885,1.127484885,-5.01268799
ENST00000258526,ENSG00000136040,PLXNC1,4.37E-121,3.70E-117,-3.467327432,0.148182288,6.140402581,3.456173408,0.014626,0.010123134,0.02928998,0.02928998,-5.002292727
ENST00000524835,ENSG00000100926,TM9SF1,0.000430971,0.010275482,-3.46703997,0.984855536,1.040372804,3.519207727,0.812887729,-0.713934098,1.126993126,1.126993126,-5.001878007
ENST00000360509,ENSG00000166415,WDR72,0.00020197,0.005377894,-3.454268041,0.929431199,1.03398684,3.533676315,0.601537973,-0.456238172,1.126146732,1.126146732,-4.983452021
ENST00000545868,ENSG00000166206,GABRB3,0.000483359,0.011321228,-3.453464141,0.989584308,2.386455532,4.427281253,0.932535048,0.25715489,1.026019158,1.026019158,-4.982292238
ENST00000456174,ENSG00000048052,HDAC9,0.000104981,0.003018504,-3.443547634,0.887791076,3.330829706,4.719292021,0.972627076,0.580540179,0.603718912,0.603718912,-4.967985753
ENST00000585510,ENSG00000105679,GAPDHS,8.60E-05,0.002533143,-3.439253067,0.875769225,2.461824255,4.656237441,0.526401138,0.963055322,1.007542331,1.007542331,-4.961790007
ENST00000527820,ENSG00000158555,GDPD5,0.001043528,0.021736578,-3.43158676,1.046687584,1.53992809,4.043050882,1.029428104,-0.237797973,1.161681691,1.161681691,-4.950729871
ENST00000543233,ENSG00000179242,CDH4,1.53E-05,0.000554448,-3.425188758,0.792127987,1.019447199,3.361738947,0.130752487,-0.119363059,1.124181008,1.124181008,-4.941499512
ENST00000522202,ENSG00000163517,HDAC11,0.001141936,0.023517009,-3.421381772,1.051762096,1.017543705,3.428308502,1.088487347,-0.99074517,1.123919665,1.123919665,-4.936007195
ENST00000398523,ENSG00000169302,STK32A,0.000194567,0.005205349,-3.404867616,0.913821027,2.132150378,4.46064424,0.577404646,0.762305806,1.092733092,1.092733092,-4.912182321
ENST00000324581,ENSG00000167306,MYO5B,6.53E-05,0.001990788,-3.389796362,0.84895501,1.605352207,3.507082566,0.281147684,-0.019791149,1.160301535,1.160301535,-4.890439112
ENST00000393515,ENSG00000230006,ANKRD36BP2,3.41E-05,0.001125696,-3.387381674,0.817399914,1.708798931,3.670486722,0.181946499,0.275503142,1.15433874,1.15433874,-4.886955455
ENST00000625695,ENSG00000273936,TNFRSF14,0.000174759,0.004731491,-3.382390851,0.901259603,1.435779194,3.646002894,0.464112924,-0.023965504,1.160424821,1.160424821,-4.879755225
ENST00000409119,ENSG00000157873,TNFRSF14,0.000174759,0.004731491,-3.382390851,0.901259603,1.435779194,3.646002894,0.464112924,-0.023965504,1.160424821,1.160424821,-4.879755225
ENST00000340147,ENSG00000185056,C5orf47,1.45E-05,0.000526693,-3.381363705,0.779719559,1.599920345,4.002521549,0.055441156,0.802960482,1.160484025,1.160484025,-4.878273367
ENST00000534464,ENSG00000148926,ADM,0.001434785,0.028399173,-3.379592064,1.060244067,1.94028454,3.945681094,1.120121934,-0.324041498,1.128113031,1.128113031,-4.875717432
ENST00000356450,ENSG00000122824,NUDT10,9.82E-06,0.000373589,-3.372411043,0.762801795,2.298314674,3.664399127,0.115026496,0.369053737,1.04870666,1.04870666,-4.865357416
