,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,+/-(-log10),signature
SHISA5,5165.728033,-1.171857976,0.417537248,-2.806595057,0.005006814,0.044232193,-1.35426153,invasive
PPP4R1,2096.827095,-1.160903449,0.408102972,-2.844633657,0.004446253,0.040164914,-1.396153158,invasive
NOTCH2,8299.387728,-1.155962941,0.325368078,-3.552785349,0.000381175,0.005270311,-2.278163744,invasive
TOR1B,1332.190677,-1.145263352,0.326192094,-3.511008917,0.000446409,0.006050081,-2.218238807,invasive
RPL23AP79,1075.386575,-1.144533509,0.39774947,-2.877523655,0.004008099,0.037124192,-1.430342992,invasive
SIAH2,698.367232,-1.134309265,0.38299043,-2.96171699,0.003059288,0.030060834,-1.521998975,invasive
SPIN1,3094.328914,-1.116718093,0.374896212,-2.978739336,0.002894369,0.028886485,-1.539305299,invasive
SRF,3151.791761,-1.105284798,0.293760619,-3.762535635,0.000168199,0.002600395,-2.584960651,invasive
ZNF865,741.0208294,-1.092761343,0.30812243,-3.546516702,0.00039036,0.005391305,-2.268306074,invasive
PSME1,2830.269719,-1.088426726,0.378764265,-2.873625698,0.004057896,0.037501593,-1.42595028,invasive
VASP,2498.09382,-1.085407575,0.318763817,-3.405052637,0.000661513,0.008407573,-2.075329331,invasive
CTTNBP2NL,688.8874955,-1.038532286,0.345310412,-3.007532502,0.00263378,0.026768504,-1.572375901,invasive
FCF1,2215.527501,-1.032903037,0.354908055,-2.910339798,0.00361036,0.03423095,-1.465581053,invasive
MARCH4,298.1346336,-6.608265942,1.071006479,-6.170145625,6.82E-10,3.98E-08,-7.399816896,
PCSK1,104.0868708,-3.83391479,1.412856142,-2.713591763,0.006655813,0.055561959,-1.255222447,
GALNT14,189.5064733,-3.763608987,1.490312124,-2.525383057,0.011557224,0.085154886,-1.069790427,
P2RY2,10.40055797,-3.721779173,1.393288165,-2.671219973,0.00755761,0.061474859,-1.211302456,
PTN,47.7104136,-3.710871197,1.36068168,-2.727214787,0.006387145,0.053825227,-1.269014128,
SERPINB9,171.1885686,-3.682408161,1.373726763,-2.680597234,0.007349091,0.06017734,-1.220567016,
NALCN,323.6551264,-3.600397726,1.412841823,-2.548337448,0.010823772,0.080804493,-1.09256449,
RAC2,363.3364309,-3.596842984,1.318715845,-2.727534515,0.006380958,0.053809573,-1.269140458,
FGF7,19.5243876,-3.554442263,1.334986397,-2.662530697,0.00775555,0.062598364,-1.203437016,
LINC00648,43.39740424,-3.52732918,1.420270698,-2.483561186,0.013007599,0.092978092,-1.031619371,
LINC00941,113.1412565,-3.524938145,1.405959591,-2.507140438,0.012171234,0.088524542,-1.052936313,
NEGR1,223.7700916,-3.510362137,1.285900431,-2.729886429,0.006335615,0.053499791,-1.271647919,
FAP,471.9185162,-3.497255907,1.322119544,-2.645188874,0.008164533,0.065012906,-1.187000423,
TMEFF2,65.6827178,-3.456024414,1.305846554,-2.646577734,0.008131081,0.064871209,-1.187948011,
RIN2,436.8271263,-3.45423427,1.323671606,-2.60958553,0.009065198,0.070205865,-1.153626607,
FAM105A,162.3360254,-3.425747986,1.372592053,-2.495823852,0.012566499,0.091026561,-1.040831865,
BEX1,388.1054758,-3.406255161,1.237502234,-2.752524453,0.005913773,0.050570159,-1.296105678,
CMPK2,136.131666,-3.389094809,1.274671102,-2.658799438,0.007841963,0.063050194,-1.200313571,
TWIST2,100.1501898,-3.375192994,1.417321659,-2.381388144,0.017247528,0.115261706,-0.938314958,
IGFBP5,2467.250584,-3.370891833,1.265493124,-2.663698259,0.007728685,0.062422066,-1.204661863,
APOL1,372.7965096,-3.365205471,1.252187179,-2.687462008,0.007199729,0.059345248,-1.226614051,
ANKRD29,281.5012105,-3.358715635,1.280511916,-2.622947582,0.008717268,0.068406342,-1.164903635,
COL4A5,571.6008918,-3.358188163,1.25371443,-2.678590979,0.007393264,0.060419643,-1.218821846,
MICAL2,1999.79836,-3.340103493,1.22153659,-2.734345839,0.006250436,0.052989567,-1.27580963,
TMEM100,32.39010268,-3.336076871,1.377071908,-2.422587267,0.015410424,0.106495608,-0.972668301,
CXorf48,35.38450574,-3.331220168,1.49962679,-2.221366135,0.026326173,0.155234501,-0.809011751,
SPTLC3,65.58131181,-3.260794384,1.267842872,-2.571923111,0.010113535,0.076327408,-1.117319488,
RP3-410C9.2,4.067531356,-3.21923134,1.413467245,-2.277542229,0.022753866,0.140769399,-0.851491742,
ANK1,54.50080781,-3.186420863,1.448661941,-2.199561384,0.027838029,0.161921716,-0.790694903,
SYNPO2,47.86606849,-3.183784515,1.279131795,-2.489019918,0.012809579,0.092196332,-1.035286356,
ZIC4,58.17601375,-3.182168141,1.222516377,-2.602965654,0.009242121,0.07126524,-1.14712225,
TRPC6,3.432277438,-3.178832102,1.44868074,-2.194294446,0.028214248,0.163345649,-0.786892429,
ABCA1,1795.593822,-3.157517038,1.206260986,-2.617606865,0.008854876,0.069223965,-1.159743527,
EPB41L4B,54.09435248,-3.150735959,1.381210926,-2.281140338,0.022540144,0.139877178,-0.854253137,
FBLIM1,1301.929694,-3.136869624,1.209271684,-2.594015609,0.009486218,0.07269648,-1.13848662,
RP11-564C4.6,33.92010275,-3.131291726,1.441609474,-2.17208043,0.029849597,0.170119435,-0.769246068,
ZEB1,413.4456985,-3.102140017,1.395823622,-2.222444131,0.026253306,0.155095395,-0.809401096,
DSEL,228.4383365,-3.080594582,1.153621228,-2.670369189,0.007576789,0.061474859,-1.211302456,
CDKN2B,557.2093306,-3.054008404,1.413966587,-2.15988725,0.030781399,0.173441881,-0.760846025,
VAMP8,96.13573661,-3.046823109,1.165998273,-2.613059709,0.008973562,0.069669819,-1.15695532,
SEMA3A,1220.174799,-3.044434049,1.265644954,-2.405440831,0.016152967,0.109776591,-0.959490259,
COL7A1,1421.588833,-3.043851575,1.16325139,-2.616675639,0.008879067,0.069257821,-1.159531175,
FGF14,146.0889212,-3.026340795,1.41417403,-2.14000592,0.032354288,0.179377254,-0.746232628,
ARHGEF28,645.2308974,-3.024851913,1.12954824,-2.677930705,0.007407854,0.060499099,-1.218251095,
NTM,352.7775672,-3.02073214,1.417044929,-2.131712325,0.033030503,0.181426934,-0.741298238,
DOK6,62.12688018,-3.01921039,1.400435764,-2.155907802,0.031090865,0.174727875,-0.757637806,
TUBA4A,71.82447277,-3.008182488,1.156384573,-2.601368576,0.009285263,0.071376515,-1.146444659,
LEPREL1,604.5761969,-3.002164709,1.119060392,-2.682754863,0.007301849,0.059869383,-1.222795219,
STRA6,254.3926053,-2.992337796,1.373672654,-2.178348522,0.029380099,0.168292458,-0.773935346,
GREM2,34.1819873,-2.991696986,1.212867919,-2.466630487,0.013639102,0.096490633,-1.015514843,
UBA7,513.2988878,-2.98269416,1.245064077,-2.395614984,0.016592509,0.111677402,-0.952034696,
NAA11,57.73554251,-2.968544741,1.520905442,-1.951827286,0.050958714,0.244588656,-0.61156369,
SELENBP1,136.0959744,-2.935569524,1.352414731,-2.17061339,0.029960409,0.170516431,-0.768233766,
EPHB1,86.26515686,-2.924310844,1.061487584,-2.754917617,0.005870692,0.050292659,-1.298495399,
ZIC2,157.0409082,-2.905014208,1.26416937,-2.297962818,0.021563905,0.135647442,-0.867588393,
TPBG,987.1100572,-2.881382303,1.349418633,-2.135276802,0.032738407,0.180460486,-0.743617878,
SOCS1,67.77528811,-2.872772596,1.210027421,-2.374138425,0.017589955,0.11729782,-0.930710059,
RP11-344E13.3,66.1033004,-2.868447866,1.369689517,-2.094232183,0.036239302,0.193994198,-0.71221126,
SEMA3F,151.8702548,-2.865680961,1.150001079,-2.491894149,0.01270639,0.091809701,-1.037111429,
CSTA,42.54991497,-2.861344253,1.361574726,-2.101496303,0.035597422,0.192130246,-0.71640426,
ALCAM,3357.858796,-2.860271152,1.043939795,-2.739881329,0.006146137,0.052254778,-1.281873996,
EHD2,3642.463502,-2.839462797,1.414613832,-2.007235284,0.044724616,0.224164105,-0.649433929,
SMAGP,272.1380483,-2.825319752,1.037746551,-2.722552775,0.006477969,0.05439404,-1.264448687,
ELAVL2,66.74726243,-2.810518543,1.390590556,-2.021097102,0.043269714,0.219438004,-0.658688155,
PSMB9,819.1589997,-2.807736327,1.085782439,-2.585910607,0.009712212,0.073972298,-1.130930892,
FAT4,196.215498,-2.802621085,1.024044166,-2.736816612,0.006203687,0.052636057,-1.278716648,
GATA3,63.13495016,-2.802077371,1.236021798,-2.267012909,0.023389437,0.143217095,-0.844005139,
ITGA1,976.8037471,-2.791814003,1.056335446,-2.642923717,0.008219355,0.065287615,-1.185169193,
RPLP0P2,206.2682296,-2.78115611,1.252706397,-2.220118071,0.026410754,0.155624099,-0.807923149,
KCNK2,274.2481242,-2.773020712,1.288415001,-2.152272916,0.031375866,0.17575575,-0.755090457,
S100A2,99.58774644,-2.753979731,1.121556139,-2.45549878,0.014068923,0.098800403,-1.005241284,
IFITM2,820.6627177,-2.752858887,1.213952613,-2.267682327,0.023348576,0.143107888,-0.844336427,
ILDR2,43.60667892,-2.749638963,1.429558285,-1.923418577,0.054427503,0.254718285,-0.593939878,
GBP2,295.0083503,-2.740971895,1.312962615,-2.087623717,0.036831791,0.196573276,-0.706475524,
CTSK,770.2790231,-2.73261165,1.147015087,-2.382367661,0.017201714,0.115017375,-0.939236549,
MXRA8,413.6027274,-2.714082041,1.032443103,-2.628795749,0.008568781,0.067368721,-1.171541699,
GPX7,66.45098468,-2.707490599,1.512041266,-1.790619515,0.073354373,0.307415664,-0.512274007,
PCDHGA2,85.20353422,-2.704014864,1.214509761,-2.226424975,0.025985729,0.154177858,-0.811977991,
KCNN4,431.7169867,-2.702623232,1.032688345,-2.617075369,0.008868676,0.069257821,-1.159531175,
PID1,113.5533545,-2.688461588,1.351484638,-1.98926537,0.04667192,0.230944253,-0.63649284,
MCTP2,234.0626249,-2.683914536,1.229579705,-2.182790204,0.029051263,0.16715685,-0.776875821,
DENND3,178.6195004,-2.669517035,0.993667152,-2.686530425,0.007219837,0.059428314,-1.226006588,
MYADM,1405.375583,-2.668966156,1.261425333,-2.115833642,0.034358959,0.18682496,-0.728565103,
OAS1,375.7606139,-2.665131627,1.137411976,-2.343154181,0.019121479,0.124504971,-0.904813309,
LINC00973,264.6723459,-2.662791744,1.240191475,-2.147081155,0.031786821,0.177503684,-0.750792629,
ADTRP,35.0059856,-2.657403403,1.138552807,-2.334018578,0.019594749,0.126265131,-0.898716565,
LPPR3,45.44471981,-2.655693862,1.390343358,-1.910099291,0.05612043,0.260383301,-0.584386871,
CAND2,138.5752142,-2.654085097,1.088520384,-2.438250249,0.014758553,0.102887725,-0.987636434,
PTRF,5149.494922,-2.652317471,1.393722349,-1.903045806,0.057034568,0.263252761,-0.579627065,
GBP3,490.6633134,-2.646566096,1.26443822,-2.093076635,0.036342314,0.194378212,-0.711352418,
TMEM178B,110.9083214,-2.644529411,1.311821461,-2.015921747,0.043808159,0.221086244,-0.655438278,
MLK4,117.3868546,-2.642596497,0.99050675,-2.667923763,0.007632157,0.061883703,-1.208423707,
DSC2,16.11445457,-2.627523377,1.463735281,-1.795080991,0.072640797,0.30574333,-0.514643009,
CCND2,45.41606443,-2.608831596,1.354844436,-1.925558039,0.054159582,0.253883488,-0.595365543,
FLI1,131.8299303,-2.603695428,1.381659238,-1.884470032,0.059501425,0.270520377,-0.567800017,
CTGF,2474.330111,-2.602103316,1.061034702,-2.452420558,0.014189871,0.099481159,-1.002259165,
SGCG,128.2438628,-2.600720762,1.352108291,-1.923455968,0.054422811,0.254718285,-0.593939878,
BGN,1205.325872,-2.600700028,1.37693926,-1.888754358,0.058924751,0.269079595,-0.570119235,
HIST1H1C,562.6430115,-2.597263708,0.96945792,-2.679088647,0.007382285,0.06038908,-1.219041586,
NXPH4,892.7501106,-2.594773905,0.978191503,-2.652623641,0.007986887,0.064008386,-1.193763127,
SLC9A7,342.1063193,-2.587506595,1.324006795,-1.954300088,0.050665738,0.24390981,-0.612770732,
SLC8A1,434.9662797,-2.576631901,1.380805122,-1.86603588,0.062036346,0.278178852,-0.55567589,
IL1R1,217.7063676,-2.575594641,1.224629921,-2.103161615,0.035451644,0.191593018,-0.717620322,
PSG4,120.1099599,-2.57150094,1.185755545,-2.16866027,0.030108486,0.171120089,-0.766699003,
AFAP1,3100.309027,-2.56535387,1.060675656,-2.418603515,0.015580212,0.107173234,-0.969913664,
IL4R,713.4693664,-2.56136859,0.971630807,-2.636154155,0.008385163,0.066218281,-1.1790221,
MAOA,119.0303804,-2.557906565,1.229652568,-2.080186413,0.037508438,0.198818714,-0.70154274,
FES,133.6895288,-2.542354682,1.164457693,-2.18329502,0.029014091,0.167042683,-0.777172544,
ZNF542,167.0433335,-2.541732407,1.243511064,-2.043996616,0.040953881,0.211226866,-0.675250845,
PLEKHN1,201.9369183,-2.537150824,0.968987317,-2.618352976,0.008835536,0.069133297,-1.16031273,
BST2,1646.712002,-2.534994765,1.513160628,-1.675297862,0.093875805,0.355429867,-0.449246081,
C1RL,390.0366671,-2.53120819,1.186590139,-2.133178178,0.032910113,0.181005619,-0.742307943,
MKRN3,11.29066816,-2.525264684,1.480957285,-1.705157002,0.088165147,0.341857413,-0.466154998,
SEPP1,15.36665808,-2.519018167,1.455913525,-1.730197655,0.083594967,0.330708289,-0.48055492,
NEFL,232.7194253,-2.514486959,1.37472009,-1.829090138,0.067386106,0.293588959,-0.532260281,
SLC6A9,1020.37907,-2.483098927,1.149966989,-2.159278441,0.030828572,0.17359646,-0.760459135,
PDGFRA,59.41428283,-2.472395996,1.049451684,-2.355893114,0.018478234,0.121526162,-0.915330219,
SLC35G2,342.5232264,-2.471087478,1.189422254,-2.077552753,0.037750572,0.199676428,-0.6996732,
CTSS,133.9600055,-2.462836153,1.149984111,-2.141626245,0.03222357,0.17929229,-0.746438385,
ARSJ,370.9273979,-2.460236525,0.994682326,-2.473389203,0.01338383,0.095117784,-1.021738278,
ZNF229,220.490223,-2.454532612,1.263965961,-1.941929362,0.052145652,0.248341172,-0.604951274,
OAS3,2494.183341,-2.452224326,0.912119602,-2.688489889,0.007177601,0.05927955,-1.227095099,
PLA2R1,109.2754602,-2.446287802,1.417834674,-1.725368865,0.084461019,0.332757674,-0.47787192,
PCDHGB2,112.3548838,-2.446032587,0.921429713,-2.654605719,0.007940115,0.06371571,-1.19575347,
TRANK1,388.7267351,-2.44478275,1.143028022,-2.138865104,0.032446595,0.179447052,-0.746063671,
DLC1,4107.230933,-2.436411592,0.902919636,-2.698370369,0.006967987,0.057702917,-1.238802234,
BAGE2,94.06298326,-2.420651987,1.472512755,-1.643892033,0.100198506,0.370124051,-0.431652694,
HMGA2,2503.343167,-2.418804957,1.281661157,-1.887242151,0.059127763,0.269637767,-0.569219279,
ANXA1,6158.415885,-2.416018464,1.46819442,-1.645571207,0.099852071,0.369503199,-0.432381798,
LHX8,65.15174711,-2.404709398,1.36625412,-1.760074764,0.078395131,0.319109094,-0.49606082,
KCNN3,52.56880449,-2.400564961,1.250861586,-1.919129173,0.054967988,0.256283606,-0.591279174,
AC098614.2,148.2584984,-2.394514981,0.884380815,-2.707560975,0.006777962,0.056346244,-1.249135029,
IL24,559.8718593,-2.392517729,1.076806767,-2.221863572,0.026292527,0.155183338,-0.809154912,
ELFN2,63.80376546,-2.384918433,1.23167617,-1.936319375,0.052828597,0.249965536,-0.602119865,
BATF2,83.32449316,-2.379444014,1.171769469,-2.030641758,0.042291349,0.216282318,-0.664978985,
PCDHB10,107.6328519,-2.375651709,1.286265247,-1.846937647,0.064756178,0.286142655,-0.543417397,
SYNPO,535.6236874,-2.375526373,1.136423466,-2.090353152,0.036586088,0.195357059,-0.709170892,
RP11-879F14.2,74.99666319,-2.35920486,1.33277107,-1.770150113,0.076702137,0.31580244,-0.500584519,
SLC16A3,2359.955768,-2.351736296,1.135404702,-2.071275813,0.038333028,0.201216023,-0.69633744,
IFITM10,104.3104649,-2.347409957,0.989303321,-2.372790941,0.017654253,0.117654156,-0.929392726,
C1orf106,19.33760918,-2.345460832,1.343753074,-1.745455231,0.080905659,0.324615023,-0.488631386,
ARHGAP29,1682.656856,-2.344610095,1.186271882,-1.976452557,0.048103544,0.235682717,-0.627672264,
ADAMTS3,51.05410712,-2.340043459,1.174574693,-1.99224747,0.046343912,0.230145755,-0.63799703,
PCDHB7,106.1020386,-2.328140488,1.338242877,-1.739699518,0.081911794,0.32727856,-0.485082445,
GLRB,87.03798046,-2.326355932,1.359274485,-1.711468845,0.086994598,0.339548718,-0.469097905,
LURAP1L,396.1695488,-2.326309735,1.017780078,-2.285670338,0.022273552,0.138638081,-0.85811746,
ZIC1,301.4299394,-2.324528401,1.174144073,-1.979764201,0.047730031,0.234964072,-0.628998539,
RP6-99M1.2,145.4860479,-2.321661236,1.036370834,-2.24018388,0.025078988,0.149913504,-0.824159246,
TGFBI,3997.593492,-2.320428438,1.499348596,-1.547624378,0.121712759,0.411782686,-0.385331917,
MRC2,2153.391895,-2.301933787,1.502731349,-1.531833211,0.125563598,0.418723326,-0.378072845,
SCN8A,314.0328943,-2.296276662,1.134119659,-2.024721681,0.042895951,0.218344255,-0.66085823,
FAM171A1,409.3404609,-2.295755774,1.36547063,-1.68129268,0.092706079,0.352622748,-0.452689674,
GATA6,165.3628113,-2.291659093,1.023865505,-2.238242311,0.025205258,0.150264439,-0.823143785,
MME,4965.306981,-2.289890048,1.172857619,-1.952402416,0.050890446,0.24442359,-0.611856882,
MB21D2,247.8290186,-2.28975214,0.875653116,-2.614907775,0.008925155,0.069511077,-1.157945986,
SLIT3,126.4212792,-2.280968022,1.429712932,-1.595402805,0.110622189,0.390175569,-0.408739928,
STEAP3,784.3218496,-2.280587631,1.13416436,-2.010808761,0.04434566,0.222984045,-0.651726211,
ARRDC3,696.0847051,-2.279315201,0.840857306,-2.710703925,0.006714055,0.055897992,-1.252603795,
LRIG1,736.3511578,-2.273083514,0.998303252,-2.276946919,0.022789396,0.140861356,-0.851208134,
CYB561,723.8442111,-2.27022594,0.98580827,-2.302908191,0.021284009,0.134294535,-0.871941659,
MTND6P4,492.1422325,-2.266548938,1.051785343,-2.15495391,0.031165441,0.174892295,-0.757229324,
FBXO27,127.9403738,-2.25786287,1.160365545,-1.945820333,0.051676325,0.246862692,-0.60754454,
PCDHB13,110.1513623,-2.257357217,1.319113386,-1.711268524,0.087031554,0.339548718,-0.469097905,
TLR4,204.0465935,-2.256446824,1.460025112,-1.545484941,0.122229009,0.412891708,-0.384163839,
DDX60,672.152544,-2.254456729,1.086448214,-2.075070584,0.037979994,0.200123493,-0.698701926,
RP11-197K6.1,86.06390939,-2.252261779,1.426172102,-1.579235616,0.114282023,0.397460982,-0.400705498,
CLCF1,230.9211011,-2.247586898,1.05274733,-2.134972784,0.032763233,0.180517283,-0.743481213,
RBMS3,203.612911,-2.243476834,1.035498669,-2.166566603,0.030267916,0.171457991,-0.765842268,
MGLL,1008.56612,-2.241753672,1.262431472,-1.77574286,0.07577531,0.31343737,-0.503849226,
MAGI1,308.7350811,-2.237070619,0.987569121,-2.265229411,0.023498605,0.143532021,-0.843051201,
SEMA3D,306.5656753,-2.23675035,1.257593844,-1.778595181,0.075306155,0.312293847,-0.505436572,
ZNF544,386.2571011,-2.22206833,1.009355956,-2.201471459,0.027702665,0.161285305,-0.7924052,
PTPRF,5998.704057,-2.214699397,0.88309122,-2.507894255,0.012145301,0.088439419,-1.053354119,
TGFA,175.8242718,-2.211986837,1.349893066,-1.638638566,0.101288556,0.372821068,-0.428499554,
HIST1H2BC,91.60490455,-2.210789921,1.123257397,-1.968195292,0.049045572,0.238449316,-0.62260392,
RARB,313.265833,-2.209739061,1.138580394,-1.940784394,0.052284435,0.248608719,-0.604483644,
MAL2,24.60058386,-2.20354688,1.360262665,-1.61994219,0.105244696,0.381421048,-0.418595345,
HIST1H2BD,255.9593742,-2.202579968,0.956367292,-2.303069109,0.021274955,0.134294535,-0.871941659,
CITED4,67.85871728,-2.201332602,1.203382116,-1.829288115,0.067356458,0.293562684,-0.53229915,
PROCR,471.758517,-2.192139994,1.187244202,-1.846410359,0.064832644,0.286277004,-0.543213536,
RP11-399D6.2,74.28334712,-2.186976909,1.496160459,-1.461726178,0.143816261,0.45096774,-0.345854524,
ACSS3,120.49343,-2.183501834,1.1100239,-1.967076415,0.049174402,0.238667122,-0.622207404,
ZNF585B,131.5874744,-2.177287408,1.182236867,-1.841667663,0.065523777,0.28840671,-0.53999464,
RP11-4F5.2,40.34943096,-2.1762616,1.376611384,-1.580883047,0.113904781,0.396703959,-0.401533465,
C1QTNF1,1288.691511,-2.175075351,1.036251625,-2.098983779,0.035818331,0.192486749,-0.715599162,
CARD10,273.2926767,-2.174226609,0.957008101,-2.2718999,0.023092557,0.142099249,-0.847408218,
FSTL1,7735.860192,-2.167846371,0.954553755,-2.271057402,0.023143503,0.14216707,-0.847200986,
ZNF502,92.22823866,-2.153193171,1.463849589,-1.470911484,0.141315057,0.445710772,-0.350946869,
FHOD3,1269.394333,-2.141642366,0.952358001,-2.248778678,0.024526581,0.147665417,-0.830721203,
MEGF6,806.6141224,-2.132915241,1.368142981,-1.558985625,0.118999782,0.407150061,-0.390245495,
CORO2B,301.5946467,-2.131309333,1.301269177,-1.637869682,0.101448882,0.372873434,-0.428438558,
RNF152,216.2540865,-2.121136643,1.250938753,-1.695635888,0.089954857,0.346387506,-0.460437781,
